Free Function Name,Free Function Stereotype
"getFullResponse","global-command wrapper"
"getParamsString","property wrapper"
"main","main"
"main","main"
"setup","literal wrapper"
"subjectFromMessage","property wrapper"
"emailTextFrom","property wrapper"
"emailStyledTextFrom","property wrapper"
"attachmentContentsFrom","property wrapper"
"subjectFrom","property wrapper"
"emailTextFrom","property wrapper"
"attachment1ContentsFrom","property wrapper"
"attachment2ContentsFrom","property wrapper"
"main","main"
"main","main"
"main","main"
"getHttpClientWithTimeout","literal wrapper"
"checkIPIsInGivenRange","literal wrapper"
"checkIPv4IsInRange","literal wrapper"
"checkIPv6IsInRange","literal wrapper"
"checkIPv4IsInRangeByConvertingToInt","literal wrapper"
"ipToLongInt","property wrapper"
"checkIPv6IsInRangeByIPv6library","literal wrapper"
"main","main"
"getLocalIpAddressUdp","literal wrapper"
"getLocalIpAddressSocket","literal wrapper"
"getPublicIpAddressAws","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"validateWithApacheCommons","literal wrapper"
"validateWithGuava","literal wrapper"
"validateWithRegex","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"contentAsString","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"givenEmplyURL_whenInitializeURL_thenSuccess","global-command literal"
"givenEmplyURL_whenInitializeURL_thenSuccess","global-command literal"
"start","global-command literal wrapper"
"start","global-command literal wrapper"
"start","global-command literal wrapper"
"runServer","literal wrapper"
"runClient","literal wrapper"
"openChannel","literal wrapper"
"bindChannel","literal wrapper"
"startClient","literal wrapper"
"sendMessage","wrapper"
"main","main"
"startServer","literal wrapper"
"receiveMessage","property wrapper"
"extractMessage","property wrapper"
"main","main"
"getExclusiveLockFromInputStream","literal wrapper"
"getExclusiveLockFromRandomAccessFile","literal wrapper"
"getExclusiveLockFromFileChannelOpen","property wrapper"
"getReadLockFromOutputStream","literal wrapper"
"getReadLockFromInputStream","literal wrapper"
"getReadLockFromRandomAccessFile","literal wrapper"
"start","global-command literal"
"stop","global-command literal wrapper"
"main","main"
"answerWithEcho","wrapper"
"register","wrapper"
"start","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"getTotalNumberOfLinesUsingBufferedReader","literal wrapper"
"getTotalNumberOfLinesUsingLineNumberReader","literal wrapper"
"getTotalNumberOfLinesUsingScanner","literal wrapper"
"getTotalNumberOfLinesUsingNIOFiles","literal wrapper"
"getTotalNumberOfLinesUsingNIOFilesReadAllLines","literal wrapper"
"getTotalNumberOfLinesUsingNIOFileChannel","literal wrapper"
"getTotalNumberOfLinesUsingApacheCommonsIO","literal wrapper"
"getTotalNumberOfLinesUsingGoogleGuava","literal wrapper"
"getInstance","global-command literal"
"main","main"
"main","main"
"start","literal wrapper"
"main","main"
"start","literal wrapper"
"setup","global-command literal wrapper"
"setup","literal wrapper"
"cleanup","literal wrapper"
"isPrime","predicate wrapper"
"isPrimeByBigInteger","literal wrapper"
"lcm","property wrapper"
"gcd","property wrapper"
"lcm","property wrapper"
"lcmForArray","property wrapper"
"lcmByLambda","literal wrapper"
"getPrimeFactors","literal wrapper"
"lcm","property wrapper"
"lcm","property wrapper"
"main","main"
"main","main"
"sieveOfEratosthenes","property global-command wrapper"
"primeNumbersBruteForce","property wrapper"
"isPrimeBruteForce","predicate"
"primeNumbersTill","literal wrapper"
"isPrime","literal wrapper"
"nthFibonacciTermRecursiveMethod","property wrapper"
"nthFibonacciTermIterativeMethod","property"
"nthFibonacciTermUsingBinetsFormula","literal wrapper"
"withBigDecimal","property wrapper"
"withMathRound","literal wrapper"
"withDecimalFormatPattern","property wrapper"
"withDecimalFormatLocal","literal wrapper"
"withStringFormat","literal wrapper"
"byPaddingZeros","literal wrapper"
"withTwoDecimalPlaces","literal wrapper"
"withLargeIntegers","literal wrapper"
"forPercentages","literal wrapper"
"currencyWithChosenLocalisation","literal wrapper"
"currencyWithDefaultLocalisation","literal wrapper"
"convertIntegerToBinary","property wrapper"
"getRandomWithExclusionUsingMathRandom","property wrapper"
"getRandomNumberWithExclusionUsingNextInt","property wrapper"
"parseStringToOptionalDouble","property wrapper"
"parseStringToDouble","property wrapper"
"parseStringToDouble","property wrapper"
"tryStringToDouble","literal wrapper"
"main","main"
"isAutomorphicUsingMath","predicate wrapper"
"isAutomorphicUsingLoop","predicate"
"booleanPrimitiveToInt","property"
"booleanPrimitiveToIntTernary","property"
"booleanObjectToInt","literal wrapper"
"booleanObjectToIntInverse","literal wrapper"
"booleanObjectMethodToInt","property wrapper"
"booleanObjectMethodToIntInverse","property wrapper"
"booleanUtilsToInt","literal wrapper"
"bitwiseBooleanToInt","literal wrapper"
"longToIntCast","property"
"longToIntJavaWithMath","literal wrapper"
"longToIntJavaWithLambda","literal wrapper"
"longToIntBoxingValues","literal wrapper"
"longToIntGuava","literal wrapper"
"longToIntGuavaSaturated","literal wrapper"
"longToIntWithBigDecimal","literal wrapper"
"toHumanReadableBinaryPrefixes","property wrapper"
"toHumanReadableSIPrefixes","property wrapper"
"formatSize","property wrapper"
"toHumanReadableBinaryPrefixesWithEnum","property wrapper"
"toHumanReadableSIPrefixesWithEnum","property wrapper"
"toHumanReadableByNumOfLeadingZeros","property wrapper"
"unitsInDescending","literal wrapper"
"unitsInDescending","literal wrapper"
"getRedColor","property"
"getGreenColor","property"
"getBlueColor","property"
"getAlfa","property"
"isPerfectSquareByUsingSqrt","predicate wrapper"
"isPerfectSquareByUsingBinarySearch","predicate wrapper"
"isPerfectSquareByUsingNewtonMethod","predicate"
"isPerfectSquareWithOptimization","predicate wrapper"
"generateNormalHeight","literal wrapper"
"probabilityOfHeightBetween","literal wrapper"
"reverseNumberWhileLoop","property wrapper"
"reverseNumberForLoop","property wrapper"
"reverseNumberRecWrapper","property wrapper"
"reverseNumberRec","property wrapper"
"largerThanLongAssertionSet","wrapper"
"usingStandardWay","predicate"
"usingTernaryOperator","predicate"
"usingOptional","literal wrapper"
"usingObjectUtils","literal wrapper"
"isArmstrong","predicate wrapper"
"digitsInList","property wrapper"
"getA005188Sequence","property wrapper"
"isEven","predicate"
"isOdd","predicate"
"isOrEven","predicate"
"isOrOdd","predicate"
"isAndEven","predicate"
"isAndOdd","predicate"
"isXorEven","predicate"
"isXorOdd","predicate"
"isLsbEven","literal wrapper"
"isLsbOdd","literal wrapper"
"getAllFactorsVer1","property wrapper"
"getAllFactorsVer2","property wrapper"
"getAllFactorsVer3","property wrapper"
"isInClosedRange","literal wrapper"
"isInOpenRange","literal wrapper"
"isInOpenClosedRange","literal wrapper"
"isInClosedOpenRange","literal wrapper"
"isInClosedRange","literal wrapper"
"isInOpenRange","literal wrapper"
"isInOpenClosedRange","literal wrapper"
"isInClosedOpenRange","literal wrapper"
"isInClosedRange","predicate"
"isInOpenRange","predicate"
"isInOpenClosedRange","predicate"
"isInClosedOpenRange","predicate"
"isInClosedRange","literal wrapper"
"isInOpenRange","literal wrapper"
"isInOpenClosedRange","literal wrapper"
"isInClosedOpenRange","literal wrapper"
"byOperator","property"
"bySignum","literal wrapper"
"bySignum","literal wrapper"
"absDiff","literal wrapper"
"absDiff2","literal wrapper"
"absDiffAsLong","literal wrapper"
"main","main"
"sqrt","property wrapper"
"sqrt","property wrapper"
"main","main"
"integerToHex","property wrapper"
"fromString","property wrapper"
"convertPhoneNumberInWordsToNumber","property wrapper"
"convertPhoneNumberInWordsToNumber","property wrapper"
"getWordAsMultiplier","property"
"getWordAsDigit","property"
"decimalToTwosComplementBinary","property wrapper"
"performTwosComplement","property wrapper"
"formatInNibbles","property wrapper"
"canRepresentInNBits","predicate wrapper"
"decimalToTwosComplementBinaryUsingShortCut","property wrapper"
"performTwosComplementUsingShortCut","property wrapper"
"decimalCompareToProvider","literal wrapper"
"decimalEqualsProvider","literal wrapper"
"decimalProvider","literal wrapper"
"numbersWithDifferentScaleProvider","literal wrapper"
"numbersWithSameScaleProvider","literal wrapper"
"main","main"
"calculateArea","unclassified"
"convertDecimalToFractionUsingMultiplyingWithPowerOf10","property wrapper"
"gcd","property wrapper"
"convertDecimalToFractionUsingGCD","property wrapper"
"convertDecimalToFractionUsingApacheCommonsMath","literal wrapper"
"extractRepeatingDecimal","property wrapper"
"convertDecimalToFractionUsingGCDRepeating","literal wrapper"
"findPermutations","wrapper"
"usingPermutation","property wrapper"
"usingSorting","literal wrapper"
"usingTwoPointer","literal wrapper"
"swap","command"
"reverse","wrapper"
"main","main"
"calculateOnesComplementUsingBitwiseNot","property"
"calculateOnesComplementUsingXOROperator","property"
"calculateOnesComplementUsingBigInteger","property wrapper"
"isPowerOfTwoUsingLogarithm","literal wrapper"
"isPowerOfTwoUsingBitwiseOperations","predicate"
"isPowerOfTwoUsingLoopDivision","predicate"
"isPowerOfTwoUsingHighestOneBit","predicate wrapper"
"usingTypeCasting","property"
"usingIntegerValueOf","literal wrapper"
"usingByteIntValue","literal wrapper"
"usingMathToIntExact","literal wrapper"
"usingByteUnsignedInt","literal wrapper"
"main","main"
"isTooSmall","literal wrapper"
"isTooBig","literal wrapper"
"numToLetterBySubstr","property wrapper"
"numToLetterByAsciiCode","property"
"calculateTotalAmount","property wrapper"
"main","main"
"main","main"
"round","property wrapper"
"roundNotPrecise","property wrapper"
"roundAvoid","literal wrapper"
"main","main"
"main","main"
"main","main"
"findPairsWithForLoop","property wrapper"
"findPairsWithStreamApi","literal wrapper"
"findPairsWithForLoop","property wrapper"
"findPairsWithStreamApi","literal wrapper"
"getExistingPairs","literal wrapper"
"getDifferentPairs","literal wrapper"
"generateSecureRandomValues","literal wrapper"
"getSecureRandomForAlgorithm","property wrapper"
"truncateByCast","literal wrapper"
"roundWithStringFormat","literal wrapper"
"truncateWithNumberFormat","literal wrapper"
"roundWithNumberFormat","literal wrapper"
"truncateWithDecimalFormat","literal wrapper"
"roundWithDecimalFormat","literal wrapper"
"lowestIntegers","literal"
"highestIntegers","literal"
"randomIntegers","literal"
"main","main"
"main","main"
"changeUserName","literal wrapper"
"findUserByName","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"serializeObject","wrapper"
"or","property wrapper"
"getCustomMessage","literal wrapper"
"getCustomMessageGuava","literal wrapper"
"main","main"
"currentDirectoryUsingSystemProperties","literal wrapper"
"currentDirectoryUsingPaths","literal wrapper"
"currentDirectoryUsingFileSystems","literal wrapper"
"currentDirectoryUsingFile","literal wrapper"
"main","main"
"buildAudioFormatInstance","literal"
"main","main"
"main","main"
"sum","property"
"main","main"
"infoOfCurrentProcess","literal wrapper"
"infoOfSpawnProcess","literal wrapper"
"infoOfLiveProcesses","literal wrapper"
"infoOfChildProcess","literal wrapper"
"infoOfExitCallback","literal wrapper"
"compileAndRunJavaProgram","literal wrapper"
"getErrorStreamExample","literal wrapper"
"creatingNewProcess","literal wrapper"
"filterProcessWithStreamsInSpecificRangeReturnCount","literal wrapper"
"destroyingProcessCreatedBySameProcess","literal wrapper"
"destroyingProcessCreatedByDifferentProcess","literal wrapper"
"waitForExample","literal wrapper"
"exitValueExample","literal wrapper"
"destroyExample","literal wrapper"
"destroyForciblyExample","literal wrapper"
"outputStreamDemo","literal wrapper"
"getClassPath","literal wrapper"
"getJavaCmd","literal wrapper"
"getMainClass","literal wrapper"
"getSystemProperties","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"longRunningTask","literal wrapper"
"generateList","literal wrapper"
"main","main"
"main","main"
"generateRandomNumber","literal wrapper"
"main","main"
"userUsingService","literal wrapper"
"generateUser","literal wrapper"
"tenMegabytes","literal"
"main","main"
"main","main"
"dumpHeap","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"parse","property wrapper"
"main","main"
"execute","property wrapper"
"getSimpleInnerClassObj","literal"
"main2","literal wrapper"
"main","main"
"read","literal wrapper"
"main","main"
"main","main"
"addRandomDataToList","literal wrapper"
"main","main"
"main","main"
"threadDump","literal wrapper"
"loadProperties","literal wrapper"
"indexOf","literal wrapper"
"indexOf","property"
"greeting","literal wrapper"
"goodBye","literal wrapper"
"getAuthorName","literal"
"getAuthorName","literal"
"getLocalDate","literal wrapper"
"getLocalTime","literal wrapper"
"validateAndDouble","property wrapper"
"doubleInteger","property"
"main","main"
"logConstructors","wrapper"
"formatConstructorSignature","property wrapper"
"getNullPropertiesList","literal wrapper"
"nulls","literal wrapper"
"defer","property wrapper"
"defer","wrapper"
"defer","property wrapper"
"defer","wrapper"
"defer","wrapper"
"defer","wrapper"
"initializeReflectionsLibrary","global-command literal"
"getAllExtendedOrImplementedInterfacesRecursively","property wrapper"
"findWordsInMixedCase","literal wrapper"
"sentenceCase","property wrapper"
"capitalizeMyTitle","property wrapper"
"capitalizeFirst","property wrapper"
"replaceTitleCaseWithLowerCase","property wrapper"
"convert","property wrapper"
"replaceTokens","property wrapper"
"main","main"
"main","main"
"runTest","global-command literal wrapper"
"runTest","global-command literal wrapper"
"countDigits","literal wrapper"
"findIntegers","literal wrapper"
"findDecimalNums","literal wrapper"
"hasNextBasic","literal wrapper"
"hasNextWithDelimiter","literal wrapper"
"hasNextWithDelimiterFixed","literal wrapper"
"addLineNumber","literal wrapper"
"printHeader","literal wrapper"
"main","main"
"setLogger","literal wrapper"
"produceSkippingNextLineMethod","literal wrapper"
"fixSkippingNextLineMethodV1","literal wrapper"
"fixSkippingNextLineMethodV2","literal wrapper"
"fixSkippingNextLineMethodV3","literal wrapper"
"main","main"
"readFileV1","literal wrapper"
